id,title,Publish Time,Mission,Methods,Object
918,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020MNRAS.493.1926K"", ""Classification of blazar candidates of uncertain type from the Fermi LAT 8-yr source catalogue with an artificial neural network"")",2020-4-1,Object Classification,NN:MLP,Quasars
919,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020ApJ...893...15A"", ""Deep Learning the Morphology of Dark Matter Substructure"")",2020-4-1,Object Detection,CNN,Gravitational Lenses
920,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020AJ....159..183J"", ""PSF-NET: A Nonparametric Point-spread Function Model for Ground-based Optical Telescopes"")",2020-4-1,Image Restoration,CNN,Instruments/Software/Methods
921,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020AJ....159..182O"", ""APOGEE Net: Improving the Derived Spectral Parameters for Young Stars through Deep Learning"")",2020-4-1,Prediction-Regression,CNN:Conv1D,Stars
922,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020AJ....159..178M"", ""Cloud Identification from All-sky Camera Data with Machine Learning"")",2020-4-1,Object Detection,CNN:ResNet,Instruments/Software/Methods
923,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020AJ....159..170T"", ""Assessment of Astronomical Images Using Combined Machine-learning Models"")",2020-4-1,Object Classification,CNN,Instruments/Software/Methods
924,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020A&A...636A..94V"", ""Deep Horizon: A machine learning network that recovers accreting black hole parameters"")",2020-4-1,Prediction-Regression,CNN,Black Hole
925,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020A&A...636A..90S"", ""PhotoWeb redshift: boosting photometric redshift accuracy with large spectroscopic surveys"")",2020-4-1,Prediction-Regression,CNN,Galaxies
926,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020RAA....20...29H"", ""An Active Flexure Compensation Method for LAMOST spectrograph based on BP-Neural Network"")",2020-3-1,Prediction,NN:MLP,Instruments/Software/Methods
927,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020PhRvD.101e4016F"", ""Mapping neutron star data to the equation of state using the deep neural network"")",2020-3-1,Prediction-Regression,NN:MLP,Stars
928,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020MNRAS.493L..39E"", ""The ALMaQUEST survey - III. Scatter in the resolved star-forming main sequence is primarily due to variations in star formation efficiency"")",2020-3-1,Prediction-Regression,NN:MLP,Stars
929,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..922P"", ""Real galaxy mergers from galaxy pair catalogues"")",2020-3-1,Object Detection,NN:MLP,Galaxies
930,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..651J"", ""Point spread function modelling for wide-field small-aperture telescopes with a denoising autoencoder"")",2020-3-1,Denoising,AE,Instruments/Software/Methods
931,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..161B"", ""Characterizing lognormal fractional-Brownian-motion density fields with a convolutional neural network"")",2020-3-1,Prediction-Regression,CNN,Interstellar Medium
932,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5023J"", ""Deep learning dark matter map reconstructions from DES SV weak lensing data"")",2020-3-1,Data Reconstruction,Unet,Cosmology
934,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020ApJ...891...23W"", ""SPCANet: Stellar Parameters and Chemical Abundances Network for LAMOST-II Medium Resolution Survey"")",2020-3-1,Prediction-Regression,CNN:Conv1D,Stars
935,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020ApJ...891...17P"", ""Real-time Flare Prediction Based on Distinctions between Flaring and Non-flaring Active Region Spectra"")",2020-3-1,Prediction,NN:MLP,Solar
936,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020ApJ...891...10L"", ""Predicting Solar Flares Using a Novel Deep Convolutional Neural Network"")",2020-3-1,Prediction,CNN,Solar
937,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020AJ....159..109M"", ""Detrending Exoplanetary Transit Light Curves with Long Short-term Memory Networks"")",2020-3-1,Prediction,LSTM,Planet
938,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020A&A...635A.124E"", "" Machine-learning computation of distance modulus for local galaxies"")",2020-3-1,Prediction-Regression,NN:MLP,Galaxies
939,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020A&A...635A..45C"", ""Hunting for open clusters in Gaia DR2: 582 new open clusters in the Galactic disc"")",2020-3-1,Object Detection,CNN,Star Clusters
940,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.1421Y"", ""Deep residual detection of radio frequency interference for FAST"")",2020-2-1,Object Detection,Unet,Instruments/Software/Methods
941,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.1329C"", ""Information theoretic bounds on cosmic string detection in CMB maps with noise"")",2020-2-1,Object Detection,CNN:ResNet,Cosmology
942,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020MNRAS.492...96B"", ""Are galactic star formation and quenching governed by local, global, or environmental phenomena?"")",2020-2-1,Prediction-Regression,NN:MLP,Galaxies
943,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.5392C"", ""The PAU Survey: background light estimation with deep learning techniques"")",2020-2-1,Image Restoration,CNN,Instruments/Software/Methods
944,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.5301S"", ""Weak lensing shear estimation beyond the shape-noise limit: a machine learning approach"")",2020-2-1,Prediction,CNN,Gravitational Lenses
945,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.5151P"", ""Eliminating artefacts in polarimetric images using deep learning"")",2020-2-1,Object Detection,CNN,Instruments/Software/Methods
946,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.4752B"", ""When a period is not a full stop: Light-curve structure reveals fundamental parameters of Cepheid and RR Lyrae stars"")",2020-2-1,Prediction-Regression,NN:MLP,Stars
947,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020ApJ...890..177K"", ""A New Method to Classify Type IIP/IIL Supernovae Based on Their Spectra"")",2020-2-1,Object Classification,NN:MLP,Stars
948,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020ApJ...890...64X"", ""Application of Convolutional Neural Networks to Identify Stellar Feedback Bubbles in CO Emission"")",2020-2-1,Object Detection,Unet,Interstellar Medium
949,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020ApJ...890...12L"", ""Predicting Coronal Mass Ejections Using SDO/HMI Vector Magnetic Data Products and Recurrent Neural Networks"")",2020-2-1,Prediction,LSTM,Solar
950,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020ApJ...889..151N"", ""A Hybrid Deep Learning Approach to Cosmological Constraints from Galaxy Redshift Surveys"")",2020-2-1,Prediction-Regression,CNN:CNN3D,Cosmology
951,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020AJ....159...41T"", ""Estimating Planetary Mass with Deep Learning"")",2020-2-1,Prediction-Regression,NN:MLP,Planet
952,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020A&A...634A..57D"", ""Predicting the global far-infrared SED of galaxies via machine learning techniques"")",2020-2-1,Prediction-Regression,NN:MLP,Galaxies
953,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020A&A...634A..48P"", ""MAXIMASK and MAXITRACK: Two new tools for identifying contaminants in astronomical images using convolutional neural networks"")",2020-2-1,Object Detection,CNN:VGG,Instruments/Software/Methods
954,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020A&A...634A..45H"", ""Identifying Earth-impacting asteroids using an artificial neural network"")",2020-2-1,Object Detection,NN:MLP,Planet
955,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020RAA....20...11Y"", ""Contour detection in Cassini ISS images based on Hierarchical Extreme Learning Machine and Dense Conditional Random Field"")",2020-1-1,Object Detection,NN:H-ELM+DenseCRF,Planet
956,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020PhRvD.101b3515D"", ""Direct detection of dark matter substructure in strong lens images with convolutional neural networks"")",2020-1-1,Object Detection,CNN,Gravitational Lenses
957,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.4277M"", ""SuperNNova: an open-source framework for Bayesian, neural network-based supernova classification"")",2020-1-1,Object Classification,RNN:BRNN,Stars
958,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.4031C"", ""Extracting the 21 cm Global signal using artificial neural networks"")",2020-1-1,Object Classification,NN:MLP,Instruments/Software/Methods
960,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2481B"", ""Photometry of high-redshift blended galaxies using deep learning"")",2020-1-1,Image Segmentation,Unet,Galaxies
961,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2280S"", ""Application of convolutional neural networks for stellar spectral classification"")",2020-1-1,Object Classification,CNN:Conv1D,Stars
962,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.1554W"", ""Galaxy Zoo: probabilistic morphology through Bayesian CNNs and active learning"")",2020-1-1,Object Classification,CNN:RCNN,Galaxies
963,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020ApJS..246...13W"", ""Reconstructing Functions and Estimating Parameters with Artificial Neural Networks: A Test with a Hubble Parameter and SNe Ia"")",2020-1-1,Data Reconstruction,NN:MLP,Cosmology
964,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020ApJ...889...42B"", ""Machine-learning Inference of the Interior Structure of Low-mass Exoplanets"")",2020-1-1,Prediction,NN:MDN,Planet
965,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020ApJ...889...24Z"", ""deepCR: Cosmic Ray Rejection with Deep Learning"")",2020-1-1,Image Refinement,Unet,Instruments/Software/Methods
967,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020ApJ...888...83W"", ""Photometric Redshift Estimation with Galaxy Morphology Using Self-organizing Maps"")",2020-1-1,Prediction-Regression,NN:SOM,Galaxies
968,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020A&A...633A.148B"", ""Deriving star cluster parameters with convolutional neural networks. II. Extinction and cluster-background classification"")",2020-1-1,Prediction-Regression,CNN:ResNet,Star Clusters
969,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020A&A...633A..53O"", ""Rapid classification of TESS planet candidates with convolutional neural networks"")",2020-1-1,Object Classification,CNN:Conv1D,Planet
970,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.5770C"", ""Deep-CEE I: fishing for galaxy clusters with deep neural nets"")",2019-12-1,Object Detection,CNN:RCNN,Galaxies
971,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.5503L"", ""Learning the relationship between galaxies spectra and their star formation histories using convolutional neural networks and cosmological simulations"")",2019-12-1,Prediction-Regression,CNN,Galaxies
972,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.5424G"", ""Pulsar candidate classification using generative adversary networks"")",2019-12-1,Generation,GAN,Stars
973,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.5390B"", ""Deep learning predictions of galaxy merger stage and the importance of observational realism"")",2019-12-1,Explainable AI,CNN,Galaxies
974,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.4985S"", ""Generative deep fields: arbitrarily sized, random synthetic astronomical images through deep learning"")",2019-12-1,Generation,GAN,Instruments/Software/Methods
975,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.4770K"", ""Optimizing neural network techniques in classifying Fermi-LAT gamma-ray sources"")",2019-12-1,Object Classification,NN:MLP,Quasars
976,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.3952B"", ""Deblending and classifying astronomical sources with Mask R-CNN deep learning"")",2019-12-1,Object Detection + Object Classification,CNN:RCNN,Instruments/Software/Methods
977,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.2367C"", ""Prediction of galaxy halo masses in SDSS DR7 via a machine learning approach"")",2019-12-1,Prediction-Regression,NN:MLP,Galaxies
978,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1843R"", ""Weak lensing cosmology with convolutional neural networks on noisy data"")",2019-12-1,Prediction-Regression,CNN,Cosmology
979,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019ApJ...887..193L"", ""Elemental Abundance Distributions in the (R, V $_ \ensuremath\phi $) Plane with LAMOST DR5 and Gaia DR2"")",2019-12-1,Prediction-Regression,BNN,Stars
980,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019ApJ...887..134K"", ""Evaluating the Classification of Fermi BCUs from the 4FGL Catalog Using Machine Learning"")",2019-12-1,Object Classification,NN:MLP,AGN
981,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019ApJ...887..129Y"", ""Morphological Classification of G-band Bright Points Based on Deep Learning"")",2019-12-1,Object Classification,CNN:RCNN,Solar
982,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019ApJ...887..104C"", ""Identifying TeV Source Candidates among Fermi-LAT Unclassified Blazars"")",2019-12-1,Object Detection,NN:MLP,AGN
983,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019ApJ...887...25H"", ""A Robust and Efficient Deep Learning Method for Dynamical Mass Measurements of Galaxy Clusters"")",2019-12-1,Prediction-Regression,CNN,Galaxies
984,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019ApJ...887....9P"", ""Inferring Galactic Parameters from Chemical Abundances: A Multi-star Approach"")",2019-12-1,Prediction-Regression,NN:MLP,Stars
985,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019ApJ...886..128B"", ""Searching for Hot Subdwarf Stars from the LAMOST Spectra. III. Classification of Hot Subdwarf Stars in the Fourth Data Release of LAMOST Using a Deep Learning Method"")",2019-12-1,Object Detection,CNN,Stars
986,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019AJ....158..243P"", ""A Search for Multiplanet Systems with TESS Using a Bayesian N-body Retrieval and Machine Learning"")",2019-12-1,Object Detection + Prediction-Regression,CNN,Planet
987,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019A&A...632A..82F"", ""Improved detection of far-side solar active regions using deep learning"")",2019-12-1,Object Detection,Unet,Solar
988,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019PhRvD.100j3025C"", ""Using deep learning to localize gravitational wave sources"")",2019-11-1,Object Detection,NN:MLP,Gravitational Waves
989,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1055C"", ""A deep learning model to emulate simulations of cosmic reionization"")",2019-11-1,Generation,AE,Cosmology
990,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.490..371D"", ""Improved supervised learning methods for EoR parameters reconstruction"")",2019-11-1,Prediction-Regression,NN:MLP,Cosmology
991,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.5109G"", ""Deep learning algorithms applied to the classification of video meteor detections"")",2019-11-1,Object Detection,CNN,Planet
992,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.4847R"", ""Galaxy shape measurement with convolutional neural networks"")",2019-11-1,Prediction-Regression,CNN,Galaxies
994,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.3582D"", ""Real-bogus classification for the Zwicky Transient Facility using deep learning"")",2019-11-1,Object Classification,CNN:VGG,Instruments/Software/Methods
995,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019ApJ...886...49B"", ""Mining for Dark Matter Substructure: Inferring Subhalo Population Properties from Strong Lenses with Machine Learning"")",2019-11-1,Statistical Inference,CNN:ResNet,Cosmology
996,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019ApJ...885...85M"", ""DASH: Deep Learning for the Automated Spectral Classification of Supernovae and Their Hosts"")",2019-11-1,Object Classification,CNN,Instruments/Software/Methods
997,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019ApJ...885...73Z"", ""Solar Flare Prediction with the Hybrid Deep Convolutional Neural Network"")",2019-11-1,Object Classification,CNN:VGG,Solar
998,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019ApJ...885...32K"", ""CLOVER: Convnet Line-fitting Of Velocities in Emission-line Regions"")",2019-11-1,Object Classification + Prediction-Regression,CNN:Conv1D,Interstellar Medium
999,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019A&A...631A..51P"", ""Effect of galaxy mergers on star-formation rates"")",2019-11-1,Object Classification,CNN,Galaxies
1000,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019PhRvD.100h2002A"", ""Cosmic ray spectrum and composition from PeV to EeV using 3 years of data from IceTop and IceCube"")",2019-10-1,Prediction,NN:MLP,High Energy
1001,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.2079L"", ""Simultaneous calibration of spectro-photometric distances and the Gaia DR2 parallax zero-point offset with deep learning"")",2019-10-1,Prediction-Regression,CNN,Galaxies
1002,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.1859H"", ""The Hubble Sequence at z \ensuremath\sim 0 in the IllustrisTNG simulation with deep learning"")",2019-10-1,Object Classification,CNN,Galaxies
1003,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.1770L"", ""A machine-learning approach for identifying the counterparts of submillimetre galaxies and applications to the GOODS-North field"")",2019-10-1,Object Detection,NN:MLP,Galaxies
1005,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.488.5232C"", ""Classifying exoplanet candidates with convolutional neural networks: application to the Next Generation Transit Survey"")",2019-10-1,Object Classification,CNN,Planet
1007,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019AJ....158..163D"", ""Li Evolution and the Open Cluster NGC 6819: A Correlation between Li Depletion and Spindown in Dwarfs More Massive Than the F-Dwarf Li-Dip"")",2019-10-1,Prediction-Regression,CNN,Star Clusters
1008,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019A&A...630A.117D"", ""Incorporating astrochemistry into molecular line modelling via emulation"")",2019-10-1,Prediction-Regression,NN:MLP,Interstellar Medium
1009,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019RAA....19..135X"", ""LSTM neural network for solar radio spectrum classification"")",2019-9-1,Object Classification,LSTM,Solar
1010,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019RAA....19..133W"", ""Pulsar candidate classification with deep convolutional neural networks"")",2019-9-1,Object Classification,CNN,Stars
1011,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019PhRvD.100f3514F"", ""Cosmological constraints with deep learning from KiDS-450 weak lensing maps"")",2019-9-1,Prediction-Regression,CNN:ResNet,Cosmology
1012,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019PhRvD.100f3015G"", ""Convolutional neural networks: A magic bullet for gravitational-wave detection?"")",2019-9-1,Object Detection,CNN,Gravitational Waves
1013,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019PhRvD.100f2005M"", ""How effective is machine learning to detect long transient gravitational waves from neutron stars in a real search?"")",2019-9-1,Object Detection,CNN,Gravitational Waves
1014,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.488.4106I"", ""X-ray study of spatial structures in Tycho's supernova remnant using unsupervised deep learning"")",2019-9-1,Feature Extraction/Dim Reduction/Cluster,VAE,High Energy
1015,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.488.3358T"", ""Transfer learning for radio galaxy classification"")",2019-9-1,Object Detection,CNN,Instruments/Software/Methods
1016,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.488.2605K"", ""Optimizing sparse RFI prediction using deep learning"")",2019-9-1,Object Detection,CNN,Instruments/Software/Methods
1017,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.488.2263B"", ""A classifier to detect elusive astronomical objects through photometry"")",2019-9-1,Object Detection,NN:MLP,Stars
1018,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.488..991P"", ""The use of convolutional neural networks for modelling large optically-selected strong galaxy-lens samples"")",2019-9-1,Prediction-Regression,CNN,Gravitational Lenses
1019,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019ApJS..244....9W"", ""A New Automatic Tool for CME Detection and Tracking with Machine-learning Techniques"")",2019-9-1,Object Detection,CNN,Solar
1020,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019ApJ...883...63Z"", ""Machine-learning Classifiers for Intermediate Redshift Emission-line Galaxies"")",2019-9-1,Object Classification,NN:MLP,Galaxies
1021,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019ApJ...883...58D"", ""Into the Darkness: Classical and Type II Cepheids in the Zona Galactica Incognita"")",2019-9-1,Object Classification,CNN:Conv1D,Stars
1022,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019ApJ...883...14M"", ""Data-driven Reconstruction of Gravitationally Lensed Galaxies Using Recurrent Inference Machines"")",2019-9-1,Data Reconstruction,NN:RIM,Gravitational Lenses
1023,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019A&A...629A..99D"", ""Solar image denoising with convolutional neural networks"")",2019-9-1,Denoising,Unet,Solar
1024,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019PhRvD.100d4009D"", ""Deep-learning continuous gravitational waves"")",2019-8-1,Object Detection,CNN:ResNet,Gravitational Waves
1025,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019PhRvD.100d3515K"", ""Painting halos from cosmic density fields of dark matter with physically motivated neural networks"")",2019-8-1,Generation,GAN,Cosmology
1026,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.5263D"", ""Using convolutional neural networks to identify gravitational lenses in astronomical images"")",2019-8-1,Object Detection,CNN,Gravitational Lenses
1027,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.3581F"", ""Towards a radially resolved semi-analytic model for the evolution of disc galaxies tuned with machine learning"")",2019-8-1,Prediction-Regression,NN:MLP,Galaxies
1028,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.2874I"", ""Neural network-based anomaly detection for high-resolution X-ray spectroscopy"")",2019-8-1,Anomaly Detection,VAE,Instruments/Software/Methods
1030,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.1729L"", ""Morphological classification of radio galaxies: capsule networks versus convolutional neural networks"")",2019-8-1,Object Classification,CNN,Galaxies
1031,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019ApJ...881..164Y"", ""Revealing the Complicated Story of the Cetus Stream with StarGO"")",2019-8-1,Object Detection,NN:SOM,Galaxies
1032,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019ApJ...881..134A"", ""Measurement of the Crab Nebula Spectrum Past 100 TeV with HAWC"")",2019-8-1,Prediction-Regression,NN:MLP,High Energy
1033,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019ApJ...881...15W"", ""CME Arrival Time Prediction Using Convolutional Neural Network"")",2019-8-1,Prediction-Regression,CNN,Solar
1034,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019ApJ...880..110L"", ""Machine Learning Applied to the Reionization History of the Universe in the 21 cm Signal"")",2019-8-1,Prediction-Regression,CNN,Cosmology
1035,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019ApJ...880...83V"", ""CASI: A Convolutional Neural Network Approach for Shell Identification"")",2019-8-1,Image Segmentation,Unet,Interstellar Medium
1036,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019A&A...628A.129K"", ""Convolutional neural networks on the HEALPix sphere: a pixel-based algorithm and its application to CMB data analysis"")",2019-8-1,Prediction-Regression,CNN,Instruments/Software/Methods
1037,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019PhRvD.100b3508P"", ""Distinguishing standard and modified gravity cosmologies with machine learning"")",2019-7-1,Object Classification,CNN,Cosmology
1038,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.487.1480Y"", ""Projected Pupil Plane Pattern (PPPP) with artificial neural networks"")",2019-7-1,Data Reconstruction,CNN,Instruments/Software/Methods
1039,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.487..801Z"", ""Identifying Mg II narrow absorption lines with deep learning"")",2019-7-1,Object Detection,CNN,Quasars
1040,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.487..104M"", ""On the dissection of degenerate cosmologies with machine learning"")",2019-7-1,Object Classification,CNN,Cosmology
1041,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.486.4845D"", ""Object Classification + Prediction-Regression"")",2019-7-1,Object Classification,CNN,Galaxies
1042,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.486.4158D"", ""DeepStreaks: identifying fast-moving objects in the Zwicky Transient Facility data with deep learning"")",2019-7-1,Object Detection,CNN:VGG,Transient
1043,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019ApJS..243...17J"", ""An Extended Catalog of Galaxy-Galaxy Strong Gravitational Lenses Discovered in DES Using Convolutional Neural Networks"")",2019-7-1,Object Detection,CNN,Gravitational Lenses
1044,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019ApJ...879...72G"", ""Classification of Broad Absorption Line Quasars with a Convolutional Neural Network"")",2019-7-1,Object Detection,CNN:Conv1D,Quasars
1045,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019ApJ...879...69T"", ""The Payne: Self-consistent ab initio Fitting of Stellar Spectra"")",2019-7-1,Prediction-Regression,NN:MLP,Stars
1046,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019AJ....158...33C"", ""An Ensemble of Bayesian Neural Networks for Exoplanetary Atmospheric Retrieval"")",2019-7-1,Prediction-Regression,BNN,Planet
1047,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019AJ....158...25Y"", ""Identifying Exoplanets with Deep Learning. III. Automated Triage and Vetting of TESS Candidates"")",2019-7-1,Object Detection,CNN,Planet
1050,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.486.1539K"", ""Galaxy morphology prediction using Capsule Networks"")",2019-6-1,Prediction,CNN,Galaxies
1051,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.5831L"", ""Detecting Solar system objects with convolutional neural networks"")",2019-6-1,Object Detection,CNN:InceptionNet,Planet
1052,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019AJ....157..250J"", ""Optical Transient Object Classification in Wide-field Small Aperture Telescopes with a Neural Network"")",2019-6-1,Object Detection,CNN,Transient
1053,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019A&A...626A.102A"", ""Stokes inversion based on convolutional neural networks"")",2019-6-1,Generation,Unet,Solar
1054,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2019A&A...626A..49P"", ""Identifying galaxy mergers in observations and simulations with deep learning"")",2019-6-1,Object Detection,CNN,Galaxies
